Btop,Bjungle,Bmid,Bbot,Bsupport,Rtop,Rjungle,Rmid,Rbot,Rsupport,Bwin
78,61,36,7,67,44,56,2,46,11,0
44,63,93,98,90,68,36,52,27,119,0
89,63,141,15,66,21,36,93,48,90,0
40,104,36,46,119,134,24,83,15,74,0
106,36,113,124,90,93,79,24,46,11,0
16,57,112,48,100,134,36,83,8,11,0
65,36,44,51,109,103,28,141,48,77,0
29,54,112,72,11,68,61,83,100,77,0
16,51,141,15,12,2,36,116,27,11,0
0,63,36,130,12,106,57,60,15,119,1
16,51,65,15,109,68,36,83,8,3,0
93,63,65,15,66,141,24,55,100,90,0
93,25,116,46,31,66,37,112,8,101,0
40,57,66,72,62,93,79,83,8,85,0
103,26,65,124,90,84,36,83,8,11,1
32,35,40,129,101,93,79,123,48,62,0
40,36,83,15,11,16,24,141,65,77,0
2,36,150,46,102,97,24,141,8,66,0
126,26,83,27,85,93,79,65,15,101,0
103,71,150,8,119,66,79,65,100,77,0
45,79,2,27,12,141,24,40,107,11,0
68,57,10,46,147,66,63,2,27,50,0
31,57,103,100,114,73,37,150,15,119,1
141,134,2,46,11,95,79,52,100,90,1
150,28,53,100,14,86,36,16,7,51,1
145,61,101,51,100,44,24,53,98,3,0
114,56,129,15,74,103,26,140,46,50,0
140,63,105,124,90,76,57,66,46,11,1
96,37,112,124,90,32,56,24,140,101,0
126,56,31,51,85,128,26,40,8,114,0
16,63,27,98,90,65,51,84,48,85,0
68,36,38,113,87,40,63,145,27,143,1
89,63,116,15,67,68,79,83,124,90,0
29,36,83,27,143,35,26,145,98,85,0
44,37,65,8,90,16,63,24,146,77,0
95,92,10,72,148,32,82,138,8,13,0
66,63,150,48,85,101,26,83,72,114,0
46,63,106,74,2,27,57,97,113,62,0
68,57,2,15,109,16,79,31,46,66,0
40,63,17,48,66,118,37,16,46,42,0
40,63,17,48,90,16,51,65,46,85,0
93,112,146,48,103,68,36,17,27,85,1
84,56,1,23,42,40,79,81,8,138,0
40,63,65,7,119,84,51,101,124,90,0
16,51,116,113,77,101,79,44,15,74,0
134,37,40,113,11,68,56,24,48,87,0
40,63,116,128,42,16,134,68,130,3,0
84,36,129,109,101,134,79,116,48,11,0
103,36,2,15,119,16,56,60,124,90,0
40,79,53,49,12,20,63,65,15,77,0
106,24,88,8,109,66,63,116,128,77,0
86,104,116,98,101,16,36,146,24,77,0
68,56,113,49,119,40,26,53,46,74,0
40,26,2,7,62,134,112,65,100,114,0
2,79,116,98,3,140,35,60,100,101,0
18,63,65,8,11,35,79,116,100,77,0
16,57,2,98,31,40,54,51,48,66,0
40,57,66,72,62,93,79,83,8,85,0
65,26,40,46,119,122,24,116,146,11,0
103,25,145,15,50,120,26,93,48,119,0
68,112,101,48,119,16,37,129,15,67,0
16,56,133,46,119,33,57,141,48,77,1
44,36,113,46,85,65,63,68,98,62,0
44,37,53,124,90,32,26,65,100,77,1
103,37,83,98,85,78,81,65,27,62,1
16,63,66,15,11,122,24,65,130,119,0
2,57,65,113,90,84,36,40,48,119,0
68,26,65,46,143,16,112,2,72,42,0
16,26,123,46,77,44,37,2,8,74,0
0,63,36,130,12,106,57,60,15,119,1
66,63,65,46,11,40,115,50,124,85,1
136,63,1,15,66,68,56,97,46,62,0
32,51,112,100,90,103,36,66,98,85,0
148,57,97,8,50,2,36,9,27,11,1
136,36,55,27,50,68,61,60,15,42,1
0,26,138,46,85,103,56,2,65,119,1
16,63,60,23,77,44,54,148,98,11,1
103,25,36,15,119,16,92,52,23,42,1
101,37,123,51,85,84,79,140,124,90,1
44,24,141,146,101,35,36,16,48,90,0
39,57,51,113,85,103,26,101,100,3,0
68,56,141,51,143,82,79,88,124,90,1
95,37,2,48,77,16,63,145,65,119,0
20,26,141,124,90,16,79,140,46,119,1
84,36,113,8,62,2,79,65,27,90,0
106,57,105,98,90,24,56,130,100,114,0
68,56,147,8,119,65,26,54,27,11,1
44,36,123,46,11,68,37,140,129,143,1
68,82,2,8,66,32,24,123,15,11,0
114,56,129,15,74,103,26,140,46,50,0
93,56,138,15,119,134,36,148,46,11,1
20,57,148,100,85,84,63,65,46,143,0
29,36,83,27,143,35,26,145,98,85,0
40,63,113,46,119,35,79,65,100,77,1
134,25,65,23,66,89,79,6,100,62,1
95,92,10,72,148,32,82,138,8,13,0
84,61,53,15,67,32,79,113,124,31,0
89,112,66,98,90,93,24,65,23,3,0
106,112,65,48,90,103,28,148,23,85,1
122,24,106,120,11,6,36,2,124,66,0
32,26,123,48,100,93,36,2,23,87,0
2,36,113,98,62,66,57,148,15,42,0
35,36,140,15,3,84,99,141,146,101,0
101,37,60,27,143,84,63,65,124,90,1
93,36,112,146,11,66,37,2,46,77,0
2,36,150,46,102,97,24,141,8,66,1
89,24,66,98,90,93,37,83,49,3,0
96,56,2,100,77,44,63,145,27,90,0
141,112,2,47,66,16,24,113,124,77,0
145,79,88,8,35,68,54,2,100,12,0
40,63,136,8,87,70,79,145,15,67,0
126,63,145,124,90,18,28,65,27,62,0
116,57,2,98,62,32,36,24,15,74,0
112,56,116,8,14,10,79,101,100,62,0
20,36,130,66,143,2,63,98,65,77,0
68,57,130,65,90,35,36,113,27,87,0
20,36,130,66,143,2,63,98,65,77,0
112,36,44,27,143,48,37,52,68,101,0
66,63,150,48,85,101,26,83,72,114,0
29,81,141,124,90,16,24,116,8,11,0
29,57,52,115,119,44,36,2,100,77,0
32,112,113,46,11,0,24,97,8,66,0
17,26,65,8,119,68,36,148,46,90,0
73,36,128,141,50,16,37,31,48,143,0
73,36,141,100,101,16,26,93,98,90,0
16,63,36,27,11,40,56,96,48,77,0
68,56,141,51,143,82,79,88,124,90,0
56,79,145,46,11,93,115,141,7,100,0
93,79,65,100,3,34,63,36,98,77,1
68,57,2,15,109,16,79,31,46,66,0
55,54,129,145,100,84,51,140,137,90,0
40,36,83,15,11,16,24,141,65,77,1
44,24,141,146,101,35,36,16,48,90,0
84,57,17,65,148,16,25,116,100,78,0
95,37,2,48,77,16,63,145,65,119,0
40,51,65,7,77,16,63,97,27,50,0
16,79,17,46,12,29,36,19,8,85,1
93,144,112,72,143,105,81,116,15,42,1
93,79,65,100,3,34,63,36,98,77,0
40,63,17,48,66,118,37,16,46,42,0
68,37,24,48,119,32,79,113,8,77,1
65,25,2,23,119,32,92,24,48,66,1
33,102,60,8,50,122,57,83,72,66,0
44,37,65,8,90,16,63,24,146,77,0
16,63,98,113,3,27,79,40,65,62,1
68,57,2,15,109,16,79,31,46,66,1
93,28,88,78,87,32,61,2,27,85,1
68,57,10,46,147,66,63,2,27,50,1
134,63,17,48,85,126,35,123,27,90,0
68,63,145,137,90,144,36,140,51,87,1
17,51,116,45,85,29,79,65,27,101,0
66,36,113,27,85,126,26,88,8,87,0
128,57,24,98,77,93,79,133,46,62,0
40,57,66,72,62,93,79,83,8,85,0
126,26,83,27,85,93,79,65,15,101,0
93,26,65,100,62,40,56,83,141,87,1
84,79,24,98,11,70,35,54,15,74,1
32,36,78,115,143,103,28,141,98,62,1
105,36,54,23,66,45,28,140,128,42,0
78,56,40,48,66,16,37,133,15,149,1
150,63,6,7,119,103,37,83,100,62,0
93,134,17,27,85,55,41,116,98,143,1
93,56,31,129,85,68,36,24,132,119,0
68,104,1,46,115,112,54,116,137,42,0
6,63,45,98,77,140,91,96,72,42,1
65,61,83,5,12,29,144,17,100,42,0
16,92,17,8,66,65,57,148,27,109,0
40,41,6,27,119,136,131,10,98,62,0
16,57,2,141,61,93,63,52,7,85,1
140,25,141,48,85,65,26,2,46,3,0
40,102,1,98,85,84,36,52,100,42,0
140,63,105,124,90,76,57,66,46,11,0
29,26,145,15,90,16,36,31,100,77,0
140,57,115,27,90,136,79,17,8,66,1
32,51,16,46,66,103,63,17,27,42,0
97,71,51,100,90,103,61,64,23,110,0
68,51,65,120,85,45,57,83,98,14,0
106,36,113,124,90,93,79,24,46,11,0
105,36,31,124,119,55,54,145,23,100,0
2,54,74,15,66,93,56,83,100,110,0
55,79,101,72,62,103,80,66,124,90,0
140,57,115,27,90,136,79,17,8,66,0
40,25,17,100,119,103,63,53,98,42,1
68,81,145,8,42,34,37,97,100,110,0
89,92,146,124,143,44,63,2,48,100,0
150,102,60,72,117,16,94,83,100,62,0
106,24,148,100,101,118,92,53,47,62,1
44,71,117,98,85,35,79,87,15,119,0
68,82,17,100,11,51,81,94,124,90,0
134,24,140,46,117,96,61,60,100,11,0
103,61,113,72,11,42,102,73,8,14,0
40,92,66,15,11,136,57,148,146,87,0
40,26,17,8,90,95,63,150,65,119,0
105,26,100,65,66,112,125,140,15,87,0
150,57,113,100,62,136,79,140,98,111,0
16,79,31,27,100,29,61,130,67,11,0
2,61,115,8,100,134,56,145,46,90,0
66,57,97,98,90,65,63,44,72,42,0
101,63,53,46,42,44,36,97,38,77,1
66,57,60,48,77,40,92,2,27,143,1
103,81,145,46,119,44,79,123,15,74,1
16,26,140,46,74,106,79,73,8,130,0
95,57,83,51,42,68,25,145,100,110,0
16,79,5,98,3,94,37,69,100,143,0
16,79,24,98,119,85,54,60,15,42,0
126,79,65,98,109,34,24,66,48,42,0
20,101,146,23,119,16,57,123,129,75,0
0,102,52,8,66,34,79,141,140,119,1
70,79,145,8,130,140,63,65,100,74,1
93,51,83,100,115,150,79,145,98,85,0
105,37,17,40,119,94,104,54,98,117,0
134,63,65,8,66,93,26,50,124,42,0
136,63,19,27,85,68,37,65,51,114,0
85,102,52,116,42,94,43,133,140,62,0
103,36,141,120,74,29,37,112,65,66,0
116,37,30,48,13,93,91,145,128,42,0
45,63,145,48,85,36,61,133,27,42,0
32,57,145,27,11,88,51,34,48,77,0
141,43,51,124,143,116,79,21,48,50,1
16,26,145,8,115,68,56,132,98,11,0
20,61,113,27,50,44,56,52,8,42,0
103,36,83,98,101,44,56,112,46,42,0
89,63,141,15,66,21,36,93,48,90,0
133,36,145,49,117,150,37,101,8,143,1
35,36,141,15,50,44,63,133,27,42,0
29,104,83,128,14,68,144,52,98,42,0
16,37,2,100,14,122,26,112,98,42,0
16,57,112,48,100,134,36,83,8,11,0
95,99,112,27,100,32,131,1,8,66,0
87,102,2,65,50,95,25,17,83,14,0
58,36,53,23,66,94,26,112,15,117,0
65,36,44,51,109,103,28,141,48,77,0
140,99,24,8,90,65,94,133,72,101,1
50,81,0,98,11,17,56,54,7,78,0
105,56,66,8,74,94,104,133,15,75,0
16,51,65,15,109,68,36,83,8,3,0
103,81,141,46,143,65,43,129,8,119,0
103,28,2,46,85,16,81,24,48,87,0
29,79,69,98,12,122,99,10,7,66,0
93,63,65,15,66,141,24,55,100,90,0
95,26,141,27,77,103,24,65,49,119,1
133,36,116,100,90,16,92,17,27,143,0
70,79,145,8,130,140,63,65,100,74,0
40,36,83,15,11,16,24,141,65,77,0
136,94,123,27,143,140,24,141,46,85,0
2,79,145,49,3,29,24,65,8,67,0
134,92,25,27,11,105,61,145,46,143,0
2,36,150,46,102,97,24,141,8,66,0
133,63,116,49,85,20,36,83,120,115,1
106,105,140,100,115,68,102,2,8,42,0
118,102,148,65,42,105,51,145,48,100,1
44,25,145,17,50,40,37,150,8,117,0
45,79,2,27,12,141,24,40,107,11,0
68,28,140,27,119,95,26,54,116,143,0
42,102,31,48,74,16,56,148,51,100,0
126,25,64,128,143,2,56,1,27,50,0
84,54,2,8,42,103,79,141,98,87,0
106,36,2,59,66,16,26,116,72,14,0
103,36,141,120,74,29,37,112,65,66,1
16,92,31,27,109,2,81,133,46,42,0
105,101,53,107,50,18,54,10,27,74,0
150,56,140,46,115,44,54,65,51,77,1
32,79,30,140,90,111,37,116,46,67,0
106,56,146,57,42,2,81,65,115,101,0
70,56,53,46,12,103,4,64,72,77,0
2,37,52,49,119,150,81,83,51,62,0
20,102,133,49,119,45,26,83,120,143,0
103,81,145,141,42,97,51,54,27,11,0
106,56,146,57,42,2,81,65,115,101,0
73,25,140,98,42,106,102,51,57,67,0
53,56,17,27,77,89,36,24,98,85,0
29,144,64,100,115,16,56,132,48,77,0
97,56,40,46,115,29,91,65,15,74,0
145,24,103,48,119,140,92,53,128,67,0
16,92,31,27,109,2,81,133,46,42,0
55,63,141,72,11,133,56,53,100,77,0
136,28,65,15,14,97,24,31,98,101,0
141,28,2,46,42,16,92,97,27,119,0
150,131,138,8,77,140,79,53,23,67,1
35,28,145,27,62,77,56,95,120,119,0
103,41,52,137,90,101,26,148,8,66,1
96,121,140,47,110,103,4,98,46,62,1
2,144,140,8,11,16,25,116,124,62,0
150,144,138,15,74,40,26,116,46,67,1
45,134,112,120,66,20,81,145,15,87,0
33,56,132,46,143,93,25,24,27,110,0
136,81,140,8,66,103,25,148,7,78,0
32,79,30,140,90,111,37,116,46,67,0
2,54,74,15,66,93,56,83,100,110,0
68,81,145,8,42,34,37,97,100,110,0
16,51,65,46,50,2,56,101,100,62,0
44,36,2,46,62,76,26,123,128,75,0
16,26,116,49,77,133,25,145,128,11,0
44,28,50,124,66,10,67,140,23,62,0
145,24,103,48,119,140,92,53,128,67,1
122,54,105,46,110,94,56,145,51,87,1
34,36,129,15,66,16,105,87,128,75,1
16,51,37,8,3,68,139,17,7,77,0
103,57,17,46,12,90,139,50,7,119,0
97,24,83,128,3,84,28,140,8,119,1
122,92,83,47,86,16,56,2,98,110,0
134,36,140,51,66,94,57,113,8,12,0
2,24,87,8,66,45,63,116,23,75,1
134,144,145,51,85,94,26,2,7,110,0
40,79,2,8,77,94,56,112,120,119,0
44,43,53,51,100,126,63,66,8,62,0
20,36,67,8,110,116,79,138,27,143,1
44,36,133,15,74,2,25,122,27,143,0
105,57,17,72,119,40,51,145,8,101,1
140,57,123,8,119,105,41,21,48,130,1
105,36,54,23,66,45,28,140,128,42,0
55,36,141,23,77,97,81,145,128,66,0
103,37,21,27,12,97,91,112,128,119,0
84,56,2,46,115,128,28,88,51,119,0
95,57,83,51,42,68,25,145,100,110,0
84,54,2,140,114,150,36,145,98,62,1
16,25,98,88,62,93,63,116,100,149,1
134,135,133,27,42,20,25,67,100,68,0
120,56,93,51,42,105,24,141,98,85,0
93,51,83,100,115,150,79,145,98,85,1
45,37,145,51,42,93,36,21,46,110,0
70,51,140,98,62,16,61,60,59,66,0
16,79,116,48,117,95,63,145,113,101,1
2,61,115,8,100,134,56,145,46,90,0
136,144,40,51,42,150,37,145,48,119,0
94,81,140,51,42,35,91,96,46,67,0
93,134,17,27,85,55,41,116,98,143,0
68,104,1,46,115,112,54,116,137,42,0
84,56,2,46,115,128,28,88,51,119,0
95,57,83,51,42,68,25,145,100,110,0
101,24,116,98,143,105,131,129,59,117,1
16,81,116,52,87,101,144,17,23,42,1
16,79,5,98,3,94,37,69,100,143,0
93,51,83,100,115,150,79,145,98,85,0
32,36,78,115,143,103,28,141,98,62,0
105,37,17,40,119,94,104,54,98,117,0
16,102,140,115,42,105,56,6,27,66,0
106,105,140,100,115,68,102,2,8,42,0
16,54,52,8,14,94,37,2,140,87,0
95,94,146,145,70,101,54,2,27,115,0
68,104,1,46,115,112,54,116,137,42,0
16,26,145,8,115,68,56,132,98,11,0
29,26,17,72,62,16,41,141,46,115,0
29,104,83,128,14,68,144,52,98,42,0
58,36,53,23,66,94,26,112,15,117,0
133,81,145,65,11,16,54,52,15,50,0
84,54,2,140,114,150,36,145,98,62,0
45,54,103,27,74,66,28,52,46,11,0
140,63,10,15,119,40,61,19,46,143,0
16,25,98,88,62,93,63,116,100,149,0
103,79,52,98,143,1,102,16,15,42,0
84,79,24,98,11,70,35,54,15,74,1
70,51,140,98,62,16,61,60,59,66,0
40,71,143,23,117,94,63,54,141,66,0
106,36,145,7,149,134,41,141,27,67,1
16,61,64,46,11,136,51,97,98,85,1
34,56,67,27,77,136,35,140,128,66,1
103,28,145,98,149,16,61,52,8,119,1
150,56,54,15,130,105,37,18,100,119,0
101,56,54,137,130,106,61,24,98,3,0
106,56,146,57,42,2,81,65,115,101,0
136,28,65,15,14,97,24,31,98,101,0
16,79,116,48,117,95,63,145,113,101,0
17,36,103,27,143,126,94,130,72,117,0
101,26,21,46,77,0,91,87,51,42,0
68,63,145,46,130,0,51,53,27,143,0
27,36,71,83,110,117,44,96,107,62,0
70,56,140,100,74,20,35,129,65,143,1
34,36,129,15,66,16,105,87,128,75,1
134,25,87,15,75,103,56,55,8,62,0
68,56,140,112,12,103,57,145,51,42,0
84,37,138,8,103,122,57,2,7,110,1
134,37,83,141,115,103,25,130,94,117,0
84,28,65,59,66,0,57,123,15,11,0
84,36,21,46,143,93,54,88,17,115,1
20,37,53,51,42,106,94,50,98,77,1
20,81,83,8,114,84,36,21,46,119,1
16,48,30,15,87,20,36,83,59,66,1
20,36,17,46,119,58,144,54,129,114,1
20,37,88,23,50,103,26,145,100,117,1
29,36,53,27,42,40,79,130,48,100,1
68,51,145,47,42,150,141,2,140,87,0
105,57,17,72,119,40,51,145,8,101,0
150,56,140,46,115,44,54,65,51,77,0
16,54,53,98,78,95,101,83,116,109,0
84,54,6,47,147,2,61,140,46,75,0
44,54,6,46,62,134,81,141,27,143,0
122,131,97,8,66,29,51,141,46,11,0
68,54,138,72,74,95,63,65,15,67,0
40,139,140,46,77,20,25,141,27,115,0
118,131,10,27,62,70,36,141,98,14,0
21,57,133,128,14,29,56,97,46,77,0
73,25,140,27,109,65,70,2,8,85,1
34,54,146,98,109,86,37,52,51,100,1
40,134,24,27,50,116,85,2,47,119,0
55,37,145,8,74,150,36,52,59,66,1
68,79,116,140,109,29,41,97,128,42,1
86,79,52,100,12,94,26,148,27,147,1
94,102,51,128,66,150,82,139,27,75,0
105,36,53,27,101,150,25,29,98,62,0
66,25,35,59,40,129,36,55,124,75,0
93,134,17,27,85,55,41,116,98,143,0
68,79,16,8,109,133,25,140,100,3,1
150,101,116,72,66,16,80,24,23,42,0
68,104,1,46,115,112,54,116,137,42,1
33,91,138,46,143,68,36,110,128,66,0
29,36,53,27,42,40,79,130,48,100,0
145,36,2,116,119,118,92,68,100,66,0
29,61,60,7,110,68,56,17,8,42,0
85,102,52,116,42,94,43,133,140,62,0
103,56,138,65,143,29,81,148,23,11,0
83,54,2,23,77,141,4,136,128,66,0
118,63,140,46,100,68,92,10,23,42,0
20,63,138,128,42,103,101,19,46,143,0
20,56,132,65,110,68,92,140,111,62,0
55,63,141,72,11,133,56,53,100,77,0
112,37,141,46,87,86,36,140,48,103,0
35,28,145,46,90,55,37,101,8,87,0
101,26,140,59,11,105,79,54,8,77,0
2,131,140,8,14,95,36,113,23,42,0
73,25,140,27,109,65,70,2,8,85,0
84,57,113,49,74,16,54,123,8,3,0
16,56,133,23,35,84,36,2,46,3,0
105,36,141,111,74,93,57,51,46,13,0
93,79,116,8,74,84,92,133,140,35,0
103,24,65,141,62,94,56,52,8,66,0
18,26,116,47,87,95,61,2,48,50,0
2,61,115,8,100,134,56,145,46,90,0
55,37,145,8,74,150,36,52,59,66,1
95,25,123,46,119,118,139,52,15,74,0
105,37,17,40,119,94,104,54,98,117,0
65,37,113,98,119,122,144,133,49,117,0
95,57,83,51,42,68,25,145,100,110,0
101,24,116,98,143,105,131,129,59,117,1
150,81,83,8,138,140,37,2,98,117,0
16,79,116,48,117,95,63,145,113,101,0
95,56,10,27,11,101,36,2,48,42,0
95,94,146,145,70,101,54,2,27,115,0
55,26,40,65,78,82,61,83,46,75,0
16,63,17,65,42,95,35,54,8,119,0
87,102,2,65,50,95,25,17,83,14,0
20,81,10,8,66,122,56,19,23,42,0
29,54,53,46,87,95,41,96,100,50,0
16,54,123,65,143,44,56,2,8,75,0
68,28,140,27,119,95,26,54,116,143,0
20,57,83,65,143,85,61,50,120,75,0
16,79,18,137,11,10,36,145,128,66,0
20,37,88,23,50,103,26,145,100,117,0
103,56,97,46,117,106,36,83,137,50,0
40,54,111,46,149,103,37,2,27,117,0
106,37,24,100,90,40,118,51,94,67,0
106,25,88,51,67,16,81,145,98,42,0
103,25,141,23,101,150,56,2,15,143,0
103,57,1,46,42,86,25,88,100,14,0
136,36,24,65,119,16,56,83,128,66,0
68,37,140,146,119,106,63,141,94,100,0
133,81,44,21,93,101,37,52,46,42,0
16,54,123,65,143,44,56,2,8,75,0
68,36,21,15,87,97,25,141,46,13,0
16,54,52,8,14,94,37,2,140,87,0
97,24,83,128,3,84,28,140,8,119,1
2,24,87,8,66,45,63,116,23,75,0
44,36,2,46,62,76,26,123,128,75,0
29,121,146,15,90,150,37,148,98,11,0
133,28,128,27,110,68,25,145,49,119,1
68,37,21,27,119,101,36,53,8,110,0
16,79,24,128,100,29,37,65,46,50,0
16,79,5,98,3,94,37,69,100,143,1
94,102,51,128,66,150,82,139,27,75,0
150,56,40,48,11,105,37,130,46,147,1
84,56,130,27,42,150,61,133,23,119,1
105,54,145,51,42,116,28,129,15,66,1
86,36,138,128,119,105,37,133,65,74,0
2,54,140,27,101,16,37,24,46,42,1
94,61,35,23,85,150,56,95,65,3,0
42,102,31,48,74,16,56,148,51,100,0
16,51,65,46,50,2,56,101,100,62,0
135,37,65,46,111,16,54,83,15,11,0
93,54,133,27,143,2,102,97,72,11,1
94,25,145,48,66,16,92,83,49,62,0
16,37,52,100,87,40,26,17,49,11,1
84,26,140,15,66,45,81,69,23,117,0
122,79,116,111,11,16,51,140,15,42,0
68,56,140,129,42,135,112,145,57,111,1
55,37,145,8,74,150,36,52,59,66,0
84,54,2,140,114,150,36,145,98,62,0
150,41,140,48,87,40,54,138,65,74,0
93,51,83,100,115,150,79,145,98,85,0
150,56,40,48,11,105,37,130,46,147,0
94,41,19,8,109,84,43,53,100,42,0
84,56,130,27,42,150,61,133,23,119,0
84,37,66,124,117,112,82,65,59,42,0
58,37,52,46,119,65,81,150,23,87,0
94,41,19,8,109,84,43,53,100,42,0
68,36,21,15,87,97,25,141,46,13,1
16,102,140,115,42,105,56,6,27,66,1
106,105,140,100,115,68,102,2,8,42,0
105,36,116,23,42,45,56,17,27,90,0
84,37,66,124,117,112,82,65,59,42,0
103,37,21,27,12,97,91,112,128,119,1
94,102,51,128,66,150,82,139,27,75,1
120,56,93,51,42,105,24,141,98,85,0
45,37,145,51,42,93,36,21,46,110,0
16,102,140,115,42,105,56,6,27,66,1
101,26,21,46,77,0,91,87,51,42,1
44,56,97,27,119,150,81,53,128,42,0
106,105,140,100,115,68,102,2,8,42,0
68,79,145,72,11,103,102,112,46,66,0
44,56,97,27,119,150,81,53,128,42,0
44,36,133,15,74,2,25,122,27,143,0
40,102,60,124,143,134,24,123,27,12,1
20,37,53,51,42,106,94,50,98,77,1
20,81,10,8,66,122,56,19,23,42,0
95,56,10,27,11,101,36,2,48,42,0
50,81,0,98,11,17,56,54,7,78,1
140,63,10,15,119,40,61,19,46,143,1
97,61,78,59,66,112,94,40,98,42,0
95,94,146,145,70,101,54,2,27,115,0
40,102,1,98,85,84,36,52,100,42,1
40,25,17,100,119,103,63,53,98,42,0
133,54,141,15,67,103,92,40,7,42,0
101,26,21,46,77,0,91,87,51,42,0
105,101,53,107,50,18,54,10,27,74,0
73,25,140,27,109,65,70,2,8,85,0
84,36,145,137,90,32,63,21,46,74,0
105,54,145,51,42,116,28,129,15,66,0
82,25,106,8,11,20,139,97,72,74,1
2,79,116,46,143,16,25,54,27,149,0
84,37,138,8,103,122,57,2,7,110,0
16,54,52,8,14,94,37,2,140,87,0
116,37,30,48,13,93,91,145,128,42,0
150,41,140,48,87,40,54,138,65,74,1
29,54,53,46,87,95,41,96,100,50,1
134,57,17,128,87,105,131,140,46,100,1
94,41,19,8,109,84,43,53,100,42,0
44,54,52,98,143,105,35,103,46,87,0
122,54,105,46,110,94,56,145,51,87,0
84,37,66,124,117,112,82,65,59,42,0
105,63,141,100,87,103,57,60,46,50,1
93,134,17,27,85,55,41,116,98,143,0
95,56,10,27,11,101,36,2,48,42,0
16,79,145,128,42,136,121,101,46,87,0
68,104,1,46,115,112,54,116,137,42,1
122,131,97,8,66,29,51,141,46,11,0
95,94,146,145,70,101,54,2,27,115,0
29,26,123,48,117,112,94,141,98,77,1
29,26,123,48,117,112,94,141,98,77,1
93,37,148,46,130,150,61,140,59,66,0
68,26,141,15,119,84,94,112,27,42,1
68,79,145,72,11,103,102,112,46,66,1
73,25,140,27,109,65,70,2,8,85,0
68,28,140,27,119,95,26,54,116,143,0
150,56,40,48,11,105,37,130,46,147,0
44,54,52,98,143,105,35,103,46,87,1
106,36,2,59,66,16,26,116,72,14,0
118,63,140,46,100,68,92,10,23,42,1
103,57,21,46,149,2,37,36,8,130,1
84,57,17,65,148,16,25,116,100,78,1
118,131,17,49,119,116,57,64,48,85,0
20,57,83,65,143,85,61,50,120,75,1
103,37,21,27,12,97,91,112,128,119,1
65,26,93,100,66,40,25,116,23,42,0
134,57,17,128,87,105,131,140,46,100,1
29,37,145,48,115,105,41,96,8,67,1
0,37,64,128,50,84,56,54,8,115,1
134,79,53,15,110,84,56,116,124,119,0
135,56,17,23,90,103,79,116,48,74,0
40,79,31,120,66,68,56,50,124,119,0
44,26,139,72,11,2,82,65,100,119,0
122,82,83,46,115,16,37,64,100,143,0
105,79,95,46,119,16,36,17,48,115,0
18,71,42,98,117,95,24,145,128,75,0
44,71,117,98,85,35,79,87,15,119,0
133,81,44,21,93,101,37,52,46,42,1
68,79,145,72,11,103,102,112,46,66,0
96,41,145,46,42,136,36,24,27,11,1
106,56,146,57,42,2,81,65,115,101,0
136,28,65,15,14,97,24,31,98,101,0
95,25,123,46,119,118,139,52,15,74,0
105,61,40,46,115,68,24,83,100,101,0
84,54,2,140,114,150,36,145,98,62,0
150,41,140,48,87,40,54,138,65,74,0
34,61,24,8,85,103,131,65,59,66,0
2,36,40,27,66,103,24,133,65,101,0
94,37,113,111,117,16,139,24,27,11,0
20,37,116,48,11,105,26,88,27,143,0
20,24,69,46,78,44,37,117,8,42,0
68,36,66,15,74,16,144,69,116,143,0
40,25,24,46,42,105,54,141,98,87,0
106,79,31,98,110,105,28,64,7,62,0
44,28,50,124,66,10,67,140,23,62,0
93,51,53,15,12,105,25,141,23,85,0
105,36,31,124,119,55,54,145,23,100,0
70,36,146,15,119,93,26,116,8,75,0
35,92,38,23,62,105,71,117,27,143,0
16,36,97,124,67,134,139,133,15,117,0
105,36,31,124,119,55,54,145,23,100,0
16,79,31,27,100,29,61,130,67,11,0
2,54,74,15,66,93,56,83,100,110,1
101,26,140,59,11,105,79,54,8,77,0
105,57,133,72,42,150,144,145,46,11,0
16,25,98,88,62,93,63,116,100,149,0
84,79,24,98,11,70,35,54,15,74,0
101,26,140,59,11,105,79,54,8,77,0
105,36,54,23,66,45,28,140,128,42,1
134,135,133,27,42,20,25,67,100,68,0
16,79,116,48,117,95,63,145,113,101,0
150,56,54,15,130,105,37,18,100,119,1
133,54,141,15,67,103,92,40,7,42,0
101,121,2,128,66,84,144,140,72,149,0
32,79,30,140,90,111,37,116,46,67,0
145,24,103,48,119,140,92,53,128,67,0
94,115,141,27,143,112,36,52,15,67,0
70,37,83,65,42,133,61,2,128,143,1
150,41,140,48,87,40,54,138,65,74,0
32,36,78,115,143,103,28,141,98,62,0
134,57,17,128,87,105,131,140,46,100,0
133,81,140,100,75,141,79,32,115,62,0
65,54,30,113,50,20,102,132,141,74,0
29,26,17,72,62,16,41,141,46,115,0
84,131,145,128,66,44,54,1,8,149,0
29,36,53,27,42,40,79,130,48,100,0
16,56,51,100,11,27,121,129,44,117,0
83,54,2,23,77,141,4,136,128,66,0
94,81,133,65,143,16,24,116,27,12,0
68,56,123,72,90,105,57,51,46,85,0
128,28,65,46,50,105,81,141,130,85,0
55,37,145,8,74,150,36,52,59,66,0
105,61,141,51,42,40,26,145,128,110,0
45,51,116,27,11,16,144,130,46,77,0
84,54,2,140,114,150,36,145,98,62,0
34,36,129,15,66,16,105,87,128,75,0
40,104,116,128,66,16,37,130,100,42,0
